ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-Es-06347,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04744,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01025,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06616,False,True,False,False,True,False,False,False,False,False,False
2018-Es-03950,False,False,False,True,False,False,False,False,False,False,False
2018-Es-05344,False,True,False,False,False,False,False,True,False,False,False
2018-Es-06572,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01095,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06797,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04482,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05587,True,False,False,False,False,False,False,False,True,False,False
2018-Es-00608,False,False,False,False,True,False,False,False,True,False,False
2018-Es-02168,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00648,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02390,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01681,False,False,False,False,True,False,True,False,False,False,False
2018-Es-05029,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06237,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06129,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05048,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02639,True,True,False,False,False,False,False,False,False,False,False
2018-Es-05136,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03594,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02851,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02907,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05422,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05325,False,False,False,False,False,False,True,False,False,False,False
2018-Es-00987,False,False,False,False,True,False,True,False,False,False,False
2018-Es-04079,False,False,False,True,False,False,False,False,False,False,False
2018-Es-06241,False,False,False,True,False,False,False,True,False,False,False
2018-Es-05705,True,False,False,False,False,False,False,False,False,False,False
2018-Es-00167,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05739,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01579,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03561,False,True,False,False,False,False,False,False,False,False,False
2018-Es-00749,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00791,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06520,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03240,False,False,False,False,False,True,False,False,False,False,False
2018-Es-05066,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03410,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03542,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04447,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06226,False,False,False,False,False,False,False,False,False,False,True
2018-Es-06455,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04367,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02089,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06073,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05023,False,False,True,False,False,False,False,False,False,False,False
2018-Es-01485,False,False,False,False,False,False,False,True,True,False,False
2018-Es-00942,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02378,False,False,False,True,True,False,False,False,False,False,False
2018-Es-03942,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00511,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00192,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02973,False,False,True,False,False,False,False,True,False,False,False
2018-Es-05035,False,False,False,False,False,False,False,True,True,False,False
2018-Es-06619,False,False,False,False,False,False,False,True,False,False,False
2018-Es-04608,False,False,False,False,True,True,False,False,False,False,False
2018-Es-02879,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00293,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04048,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00592,False,False,False,True,False,False,False,False,False,False,False
2018-Es-01195,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03153,False,False,True,False,False,False,False,False,True,False,False
2018-Es-03746,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02860,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06146,False,False,False,False,True,False,False,False,True,False,False
2018-Es-04816,False,True,False,False,False,False,False,False,False,False,False
2018-Es-05872,False,True,False,False,False,False,False,False,False,False,False
2018-Es-02531,False,False,False,True,False,False,False,False,False,False,False
2018-Es-03490,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00330,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02264,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04308,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05495,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01420,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05208,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01466,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05802,False,True,False,False,False,False,False,False,False,False,False
2018-Es-03618,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02382,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04646,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02636,False,False,True,False,False,False,False,False,False,False,False
2018-Es-03724,True,False,False,False,False,True,False,False,False,False,False
2018-Es-01258,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03507,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00838,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02001,False,True,False,False,False,False,False,False,False,False,False
2018-Es-05511,False,False,False,False,True,False,False,False,True,False,False
2018-Es-01829,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04286,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02770,False,False,False,False,False,False,False,True,True,False,False
2018-Es-06290,False,False,False,False,False,False,False,True,True,False,False
2018-Es-05823,False,True,False,False,False,False,True,False,False,False,False
2018-Es-02595,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02185,False,False,False,False,False,False,False,True,False,False,False
2018-Es-01555,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00567,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05603,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04211,True,False,False,False,False,True,False,False,False,False,False
2018-Es-01419,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02827,True,False,False,False,False,False,False,False,False,True,False
2018-Es-03195,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01672,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01306,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06869,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02045,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04430,True,True,False,False,False,False,False,False,False,False,False
2018-Es-05341,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01274,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02506,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05242,False,False,False,False,False,False,False,False,True,False,False
2018-Es-05299,False,False,False,False,False,False,False,True,False,False,False
2018-Es-00723,False,False,False,False,False,False,False,False,False,False,True
2018-Es-00698,False,False,False,False,False,False,False,True,True,False,False
2018-Es-00150,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01235,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00256,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04128,False,False,False,False,True,False,False,True,False,False,False
2018-Es-02905,False,False,False,False,True,False,False,False,False,False,False
2018-Es-04564,False,False,False,False,False,False,False,True,False,False,False
2018-Es-03008,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03661,False,True,False,False,False,False,False,False,False,False,False
2018-Es-01929,False,False,False,False,False,False,False,True,False,False,False
2018-Es-01650,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02274,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00430,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02339,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05643,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04713,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01561,False,False,False,False,True,True,False,False,False,False,False
2018-Es-01778,True,False,False,False,False,False,False,False,True,False,False
2018-Es-05672,False,False,False,False,False,False,False,False,True,False,False
2018-Es-03199,False,False,False,False,True,False,False,False,False,False,False
2018-Es-06156,False,False,True,False,False,False,False,False,False,False,False
2018-Es-04767,True,False,True,False,False,False,False,False,True,False,False
2018-Es-03903,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06768,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02373,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00318,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04032,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01333,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04872,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03553,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05443,False,False,False,False,False,False,False,True,False,False,False
2018-Es-02205,False,False,False,False,False,True,False,False,False,False,False
2018-Es-00268,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01599,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06112,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06904,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00237,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01197,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02978,False,False,False,False,True,False,False,False,False,False,False
2018-Es-03627,False,False,False,False,True,False,False,True,False,False,False
2018-Es-01206,True,False,False,False,False,False,False,False,True,False,False
2018-Es-05362,True,False,False,False,True,False,False,False,False,False,False
2018-Es-02685,False,False,False,False,False,False,False,True,False,False,False
2018-Es-03560,False,False,True,False,False,False,False,True,True,False,False
2018-Es-06747,True,False,False,False,False,False,False,False,False,False,False
2018-Es-02182,True,False,False,False,False,False,False,False,False,False,False
2018-Es-05502,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01376,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05508,False,False,False,False,False,False,False,False,False,False,True
2018-Es-06425,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02477,True,False,True,False,False,False,False,True,True,False,False
2018-Es-00498,False,False,False,False,False,False,False,False,True,False,False
2018-Es-02115,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03334,False,False,False,False,False,False,False,False,False,False,True
2018-Es-06843,False,False,False,False,True,True,False,False,False,False,False
2018-Es-03015,False,False,False,False,True,False,True,False,False,False,False
2018-Es-01036,True,False,False,False,False,False,False,False,False,False,False
2018-Es-00441,False,False,False,False,False,False,False,False,False,False,False
2018-Es-05715,False,False,False,False,False,False,False,True,False,False,False
2018-Es-03688,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05403,False,False,False,True,True,False,False,False,False,False,False
2018-Es-06438,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02135,False,False,False,False,False,False,False,True,True,False,False
2018-Es-04789,False,False,False,True,False,True,False,False,False,False,False
2018-Es-05538,True,False,True,False,False,False,False,False,True,False,False
2018-Es-01836,False,False,False,False,False,False,False,True,False,False,False
2018-Es-01646,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00061,True,False,False,False,False,False,False,False,False,False,False
2018-Es-03679,False,False,False,False,False,False,False,False,True,False,False
2018-Es-05016,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01118,False,False,False,False,False,True,False,False,True,False,False
2018-Es-03601,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01694,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00618,False,False,False,False,False,False,False,False,False,False,False
2018-Es-06583,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01413,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05144,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01623,False,False,False,False,False,False,False,True,False,False,False
2018-Es-00659,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04634,True,False,False,False,True,False,False,False,False,False,False
2018-Es-03540,False,False,False,True,False,False,False,False,False,False,False
2018-Es-03825,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03059,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00812,False,False,False,False,False,False,False,False,False,False,False
2018-Es-00291,False,False,False,True,False,False,False,False,False,False,False
2018-Es-00957,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00401,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01787,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02328,False,False,False,False,True,False,False,False,False,False,False
2018-Es-02510,False,False,False,True,False,False,False,False,False,False,False
2018-Es-04898,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01243,True,False,True,False,True,False,False,False,False,False,False
2018-Es-06052,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01004,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04187,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01218,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00809,False,False,False,False,False,False,False,False,False,False,False
2018-Es-04278,False,False,False,False,True,False,False,False,False,False,False
2018-Es-01442,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01986,False,False,False,False,True,False,False,False,False,False,False
2018-Es-05563,False,False,False,False,True,False,False,False,True,False,False
2018-Es-01342,False,False,True,False,False,False,False,False,False,False,False
2018-Es-06105,False,False,False,False,True,False,False,False,True,False,False
2018-Es-00616,False,False,False,False,True,True,False,False,False,False,False
2018-Es-01038,True,False,False,False,False,False,False,False,False,False,False
2018-Es-04481,False,False,False,False,False,False,False,False,True,False,False
2018-Es-00345,False,False,False,False,False,False,False,False,True,False,False
2018-Es-01856,True,False,False,False,False,False,False,False,False,False,False
2018-Es-06293,True,False,False,False,False,False,False,False,False,False,False
2018-Es-00578,False,False,False,False,True,False,False,False,False,False,False
2018-Es-00773,False,False,False,False,False,False,False,False,True,False,False
2018-Es-06551,False,True,False,False,True,False,False,False,False,False,False
2018-Es-02782,False,False,False,False,False,False,False,False,False,False,False
2018-Es-01308,False,False,False,False,False,False,False,False,False,False,False
2018-Es-02136,False,False,False,False,False,False,False,False,False,False,False
2018-Es-03951,False,False,False,False,False,False,False,False,False,False,False
